ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
360229,7,1,0,0,0,0,0,0,0,0,0,0
360229,8,1,0,0,0,0,0,0,0,0,0,0
360231,0,1,0,0,0,0,0,0,0,0,0,0
360231,1,1,15,10,23,26,1,17,0,0,23,25
360232,0,1,30,0,13,6,0,0,0,9,0,14
360232,1,1,0,32,0,0,0,0,14,0,0,0
360233,1,1,0,0,0,0,0,0,0,0,0,0
360234,1,1,0,0,0,0,0,0,0,0,0,0
360235,1,1,14,14,14,14,14,14,14,14,14,14
360235,2,1,0,14,18,0,0,6,0,0,0,0
360235,3,1,0,22,0,0,0,0,6,12,0,0
360236,1,1,20,10,0,0,20,0,0,24,18,17
360237,0,1,1,1,1,1,1,1,1,1,1,1
360237,1,1,0,26,0,0,18,0,0,0,0,0
360238,1,1,0,15,20,0,0,23,20,0,0,10
360239,1,1,0,0,0,0,0,0,0,0,0,0
360239,2,1,0,0,0,0,0,0,0,0,0,0
360239,3,1,0,0,0,0,0,0,0,0,0,0
360240,1,1,0,0,0,0,0,0,10,0,28,0
360240,2,1,0,0,0,32,0,10,0,0,0,0
360241,0,1,0,0,0,28,0,0,0,25,0,30
360241,1,1,14,10,0,0,0,0,0,0,0,0
360242,1,1,12,0,10,14,18,11,26,17,0,7
360244,1,1,0,0,0,0,0,0,0,0,0,0
360245,0,1,0,0,0,0,0,0,0,0,0,0
360245,1,1,0,17,0,0,17,0,0,0,7,7
360246,0,1,28,28,28,28,28,28,28,28,28,28
360246,1,1,0,29,0,0,0,0,0,0,0,0
360247,0,1,10,10,10,10,10,10,10,10,10,10
360247,1,1,15,25,14,19,0,0,0,20,0,0
360249,1,1,21,21,21,21,21,21,21,21,21,21
360250,1,1,5,0,0,0,0,12,0,9,0,26
360251,0,1,0,0,0,0,0,0,0,0,0,0
360251,0,2,0,0,0,0,0,0,0,0,0,0
360251,0,3,0,0,0,0,0,0,0,0,0,0
360251,1,1,0,0,0,0,0,0,0,0,23,7
360252,1,1,12,12,12,12,12,12,12,12,12,12
360253,1,1,0,0,20,0,0,0,0,0,0,0
360254,0,1,0,0,0,0,0,0,0,0,0,0
360254,1,1,4,0,0,5,26,0,0,15,27,15
360255,0,1,0,0,0,0,0,0,21,15,0,11
360255,1,1,30,0,16,12,10,0,0,0,0,29
360256,1,1,27,14,11,12,21,4,19,33,16,10
360257,0,1,0,0,0,0,0,0,0,9,0,36
360257,1,1,7,7,0,0,0,13,23,6,11,4
360258,0,1,0,0,0,0,0,0,0,0,0,0
360258,1,1,20,17,7,18,5,0,12,0,6,10
360259,0,1,0,0,0,0,0,0,0,0,0,0
360259,1,1,0,0,0,0,18,0,0,17,0,0
360260,0,1,32,32,32,32,32,32,32,32,32,32
360260,1,1,0,6,0,14,0,22,8,0,0,0
360261,0,1,16,0,0,0,0,0,0,0,0,0
360261,1,1,0,0,0,0,0,0,5,0,0,0
360262,0,1,22,22,22,22,22,22,22,22,22,22
360262,0,2,0,0,35,0,8,0,24,6,0,0
360262,1,1,11,19,11,24,15,3,16,21,28,8
360263,0,1,0,0,0,0,0,0,0,0,0,0
360263,1,1,0,0,0,0,0,0,0,0,0,0
360264,1,1,0,0,0,0,0,0,0,0,0,0
360264,2,1,0,0,0,0,0,0,0,0,0,0
360265,1,1,0,14,0,0,0,0,20,0,0,0
360265,2,1,0,0,0,0,0,0,20,37,0,0
360266,1,1,0,0,0,0,0,0,0,0,0,0
360266,2,1,0,0,0,0,0,0,0,0,0,0
360267,1,1,0,0,0,0,0,0,0,0,0,0
360267,2,1,0,0,0,0,0,0,0,0,25,0
360267,3,1,0,0,13,0,0,0,0,0,0,0
360267,4,1,0,0,0,0,0,0,0,0,0,0
360268,1,1,0,0,0,0,0,0,0,0,0,0
360268,2,1,0,0,0,0,27,0,19,0,0,10
360269,1,1,10,10,10,10,10,10,10,10,10,10
360270,1,1,0,0,0,0,0,0,0,0,0,0
360270,2,1,0,0,0,0,0,0,0,0,0,0
360271,1,1,0,0,0,0,0,0,0,0,0,0
360271,2,1,0,0,0,0,0,0,0,0,0,0
360273,0,1,0,0,19,0,0,15,0,0,0,0
360273,1,1,0,0,0,0,0,0,0,0,0,0
360274,0,1,0,0,0,0,0,0,0,21,38,0
360274,1,1,0,0,0,0,0,0,0,0,0,0
360275,1,1,0,0,0,0,0,0,0,0,0,0
360275,2,1,0,0,0,0,0,5,0,0,0,0
360276,1,1,14,11,6,7,9,9,10,29,12,15
360276,2,1,0,0,0,0,0,0,25,0,0,0
360277,1,1,0,0,0,0,27,0,0,0,0,0
360277,2,1,0,0,0,0,0,0,0,0,0,0
360278,1,1,0,22,0,0,0,0,0,0,0,0
360278,2,1,0,0,0,0,0,0,0,0,0,0
360279,1,1,0,0,0,0,0,0,0,21,0,0
360279,2,1,9,9,9,9,9,9,9,9,9,9
360280,1,1,15,0,0,0,0,0,11,0,0,0
360280,2,1,0,0,0,0,0,0,0,0,0,0
360281,1,1,0,0,13,0,0,0,7,0,13,18
360281,2,1,0,0,0,0,0,0,0,0,12,0
360282,1,1,18,0,24,0,0,23,11,0,25,29
360283,1,1,27,39,12,19,2,23,13,0,0,0
360283,2,1,23,9,19,25,7,19,19,0,0,0
360284,1,1,0,0,0,0,0,0,9,8,0,0
360284,2,1,0,0,0,0,0,0,0,0,0,0
360285,1,1,9,9,9,9,9,9,9,9,9,9
360285,2,1,0,0,0,0,0,0,0,0,0,0
360285,3,1,0,0,14,0,0,0,0,0,0,0
360286,1,1,0,0,0,0,0,0,0,0,0,0
360287,1,1,0,0,0,0,0,0,0,0,0,0
360287,2,1,0,0,0,0,0,0,0,0,0,0
360288,1,1,6,6,6,6,6,6,6,6,6,6
360289,1,1,12,8,0,16,20,17,3,28,20,9
360290,1,1,0,0,0,0,0,0,0,0,19,0
360290,2,1,0,0,0,0,0,0,8,0,19,0
360291,1,1,0,0,0,0,0,0,0,47,0,8
360292,1,1,15,17,17,21,16,20,25,18,17,12
360293,1,1,27,27,27,27,27,27,27,27,27,27
360294,0,1,20,0,0,25,0,8,36,0,0,19
360294,1,1,0,0,0,0,0,0,0,0,0,0
360295,0,1,33,14,0,28,0,31,0,11,0,20
360295,1,1,21,10,5,14,5,23,15,14,0,8
360296,0,1,0,0,0,0,0,0,0,0,0,0
360296,1,1,0,0,0,0,0,0,0,0,0,0
360297,1,1,0,0,0,0,0,0,0,0,0,0
360297,2,1,0,0,0,0,0,0,0,0,0,0
360297,3,1,0,0,0,0,0,0,0,0,0,0
360298,1,1,5,0,0,0,15,0,0,0,0,0
360298,2,1,18,0,0,0,0,0,11,0,0,12
360299,1,1,0,0,0,0,0,0,0,0,0,0
360299,2,1,0,0,0,0,0,0,0,0,0,0
360300,1,1,22,22,22,22,22,22,22,22,22,22
360301,1,1,0,0,0,0,0,0,0,0,0,0
360302,1,1,0,0,0,0,0,19,0,8,0,0
360303,1,1,0,0,0,0,0,0,0,0,0,0
360303,2,1,0,0,0,0,0,0,0,0,0,3
360304,1,1,0,0,0,0,0,0,0,0,0,0
360304,2,1,0,0,0,16,0,0,0,0,0,0
360305,1,1,0,0,0,0,0,0,0,0,0,0
360306,1,1,0,0,0,0,0,0,0,0,0,0
360306,2,1,0,0,0,2,7,23,0,0,0,0
360307,1,1,0,0,0,0,17,0,0,0,15,19
360309,1,1,17,0,14,22,0,13,0,0,0,17
360310,1,1,0,0,0,0,0,0,0,0,0,0
360310,2,1,8,0,0,0,9,0,0,0,0,0
360311,1,1,0,0,0,0,0,33,0,17,10,19
360312,1,1,0,0,0,0,0,0,0,0,0,0
360313,1,1,0,0,0,0,0,0,0,0,0,0
360313,2,1,0,0,4,0,0,0,0,0,0,0
360314,1,1,0,0,0,24,0,0,0,23,12,0
360315,0,1,0,0,0,0,0,0,0,0,0,0
360315,1,1,0,0,0,0,0,0,20,0,0,0
360316,1,1,15,0,0,0,15,0,9,0,0,0
360316,2,1,14,0,0,0,0,0,0,0,0,0
360316,3,1,0,0,0,22,0,0,12,0,0,0
360316,4,1,0,0,0,0,0,0,0,0,0,0
360317,0,1,0,0,0,0,0,0,0,0,0,0
360317,1,1,0,3,0,0,0,0,0,0,0,0
360318,1,1,28,28,28,28,28,28,28,28,28,28
360318,2,1,0,0,0,0,0,0,0,0,0,0
360319,1,1,0,0,0,0,0,0,0,0,0,0
360319,2,1,14,0,0,11,0,0,0,0,0,0
360320,1,1,0,0,0,0,0,0,0,0,0,0
360320,2,1,0,0,0,0,17,0,0,0,0,0
360321,0,1,33,33,33,33,33,33,33,33,33,33
360321,1,1,0,0,16,0,0,0,5,9,0,20
360322,0,1,22,22,22,22,22,22,22,22,22,22
360322,1,1,0,0,0,0,0,0,0,0,0,0
360323,0,1,17,17,17,17,17,17,17,17,17,17
360323,1,1,8,8,0,0,13,0,10,0,16,0
360324,1,1,0,0,0,0,15,0,0,0,13,0
360325,1,1,33,0,0,19,0,8,0,0,0,18
360326,1,1,0,0,0,14,0,0,0,0,0,0
360326,2,1,0,0,0,0,0,0,0,16,0,0
360327,0,1,0,18,0,0,19,0,0,0,11,0
360327,1,1,0,0,0,0,0,24,0,0,0,0
360328,0,1,0,0,0,0,0,0,0,0,0,0
360328,1,1,0,0,0,0,14,0,0,0,0,0
360329,1,1,0,0,0,0,0,25,0,0,25,0
360330,1,1,0,0,0,0,0,0,0,0,0,0
360330,2,1,0,0,0,0,0,0,0,0,0,0
360330,3,1,0,0,0,0,0,0,0,0,0,0
360331,1,1,0,0,0,0,0,0,0,0,0,0
360331,2,1,0,0,0,0,0,0,0,0,0,0
360332,0,1,42,42,42,42,42,42,42,42,42,42
360332,1,1,0,4,0,0,0,0,0,0,0,3
360333,0,1,0,25,0,19,0,0,50,21,0,24
360333,1,1,0,11,0,10,0,20,0,5,18,22
360334,1,1,15,0,15,0,0,0,0,0,0,0
360335,0,1,0,0,32,0,0,0,16,0,0,0
360335,1,1,0,0,0,0,0,0,0,0,0,0
360336,1,1,0,0,0,0,0,0,0,0,0,0
360336,2,1,0,0,0,0,0,0,0,0,0,0
360337,1,1,0,0,0,0,0,0,0,0,0,0
360338,1,1,0,0,0,16,0,0,6,0,11,19
360339,1,1,0,0,0,0,0,0,0,0,0,0
360339,2,1,17,0,25,0,8,0,21,0,12,0
360340,1,1,0,0,0,0,0,0,0,0,0,0
360342,1,1,0,0,0,0,0,0,0,0,0,0
360342,2,1,0,0,0,0,0,23,10,0,0,0
360343,1,1,0,0,0,0,0,0,0,0,0,0
360343,2,1,0,0,0,0,0,0,0,0,0,0
360344,1,1,0,0,0,12,0,0,0,0,0,0
360345,1,1,0,0,0,0,0,0,26,0,0,0
360346,1,1,19,0,0,0,0,0,0,0,0,0
360346,2,1,0,0,0,7,16,0,0,0,11,15
360347,1,1,0,0,0,0,0,0,0,0,0,0
360348,0,1,12,12,12,12,12,12,12,12,12,12
360348,1,1,0,0,5,0,13,0,14,0,20,15
360349,0,1,0,0,0,0,0,0,0,0,0,0
360349,1,1,0,0,0,0,0,0,0,0,0,0
360350,1,1,10,14,12,23,12,4,5,27,34,0
360350,2,1,0,0,0,0,0,0,0,0,0,0
360351,1,1,21,18,0,0,0,9,0,0,0,0
360351,2,1,11,11,11,11,11,11,11,11,11,11
360352,1,1,0,0,0,0,0,0,9,0,0,0
360353,1,1,24,24,24,24,24,24,24,24,24,24
360354,1,1,3,3,3,3,3,3,3,3,3,3
360355,1,1,0,0,20,0,0,23,0,15,0,0
360356,1,1,0,0,0,0,0,0,0,0,0,0
360356,2,1,0,0,0,0,0,0,0,0,0,0
360356,3,1,0,11,0,12,24,0,0,8,0,0
360358,1,1,8,14,22,17,14,9,6,9,29,28
360358,2,1,4,19,0,0,0,0,0,0,0,0
360359,1,1,1,1,1,1,1,1,1,1,1,1
360360,1,1,0,0,0,0,0,0,0,0,0,0
360361,1,1,27,17,28,31,14,22,18,0,16,20
360362,1,1,0,0,0,0,0,28,0,0,0,0
360363,1,1,15,0,20,9,11,9,0,19,16,0
360364,1,1,0,0,0,0,0,29,22,0,28,31
360365,1,1,0,0,6,12,0,0,0,0,0,0
360366,0,1,17,0,0,0,0,0,10,0,44,25
360366,1,1,12,21,0,0,0,0,0,9,21,8
360367,0,1,0,0,0,0,0,0,0,0,0,0
360367,1,1,15,15,15,15,15,15,15,15,15,15
360368,1,1,0,0,0,0,0,0,0,0,0,0
360368,2,1,20,0,0,0,10,0,0,0,0,0
360369,1,1,11,11,11,11,11,11,11,11,11,11
360370,1,1,0,0,0,0,0,0,0,0,0,0
360370,2,1,0,0,0,0,0,0,0,0,0,0
360371,1,1,0,17,0,0,0,17,19,0,0,0
360371,2,1,0,0,3,0,0,36,0,0,0,0
360372,0,1,0,0,0,0,0,0,0,0,0,0
360372,1,1,0,15,0,0,0,0,0,0,0,0
360373,1,1,0,0,0,0,0,0,0,0,0,0
360373,2,1,0,0,0,0,0,0,0,0,0,0
360374,0,1,0,0,0,22,17,40,29,0,20,19
360374,0,2,0,7,0,0,19,0,0,0,0,0
360374,1,1,0,0,0,0,0,0,0,0,0,0
360375,0,1,0,0,0,0,0,0,0,0,0,0
360375,1,1,0,0,0,0,12,9,0,0,16,0
360376,0,1,0,0,0,0,0,0,0,0,0,0
360376,1,1,0,0,0,0,0,0,0,0,0,0
360377,1,1,0,0,0,0,17,0,0,0,0,0
360377,2,1,0,0,0,0,0,0,0,0,0,0
360378,1,1,0,0,0,0,0,0,21,0,0,0
360378,2,1,0,0,0,19,0,0,14,0,0,0
360379,1,1,0,0,0,0,0,0,0,0,0,0
360380,1,1,16,16,16,16,16,16,16,16,16,16
360381,1,1,0,0,28,0,0,0,0,24,0,0
360382,1,1,16,16,16,16,16,16,16,16,16,16
360383,1,1,0,0,0,0,0,0,0,0,0,0
360384,0,1,0,0,0,0,0,0,0,0,0,0
360384,0,2,0,0,0,0,0,0,0,0,0,0
360384,1,1,0,13,0,0,0,0,0,0,0,0
360385,1,1,8,8,8,8,8,8,8,8,8,8
360386,1,1,0,28,19,21,0,10,0,33,23,0
360387,0,1,0,0,0,0,14,0,40,0,0,22
360387,1,1,16,19,17,28,17,18,6,10,8,15
360388,1,1,0,0,0,0,32,0,17,0,0,24
360389,1,1,19,19,19,19,19,19,19,19,19,19
360390,1,1,0,0,12,16,0,0,0,0,0,0
360391,1,1,0,0,0,0,11,28,0,14,0,0
360391,2,1,0,0,0,0,0,0,0,15,0,0
360392,0,1,6,0,0,0,0,0,0,0,9,0
360392,1,1,0,0,0,0,0,0,0,0,0,0
360393,1,1,0,0,0,0,0,0,0,0,0,0
360393,2,1,0,0,0,0,0,0,0,0,0,13
360394,0,1,0,0,0,0,0,0,0,0,0,0
360394,1,1,0,13,0,30,0,14,0,7,0,9
360395,0,1,0,9,0,0,0,27,23,13,0,0
360395,1,1,0,25,0,0,0,0,0,19,0,0
360396,1,1,12,12,12,12,12,12,12,12,12,12
360397,1,1,7,0,27,0,13,0,0,16,9,5
360397,2,1,0,19,0,0,0,0,0,13,0,13
360398,1,1,0,0,0,0,26,8,12,0,0,0
360398,2,1,0,0,0,0,0,0,0,0,0,0
360399,1,1,0,0,11,7,0,0,0,0,0,27
360399,2,1,0,0,0,26,39,0,0,0,0,0
360400,1,1,0,8,6,15,0,19,0,32,0,0
360401,1,1,26,24,0,17,28,0,0,31,17,8
360402,1,1,0,0,0,0,0,0,0,0,0,0
360403,0,1,13,13,13,13,13,13,13,13,13,13
360403,1,1,26,16,8,15,4,18,14,2,15,5
360404,0,1,0,0,0,0,0,0,0,0,0,0
360404,1,1,0,0,0,0,0,0,0,0,0,0
360405,1,1,26,0,28,18,0,27,12,0,0,0
360406,0,1,0,0,0,0,0,0,0,0,0,0
360406,1,1,9,23,8,0,0,10,0,19,9,3
360407,1,1,0,0,0,0,0,0,0,0,0,0
360407,2,1,0,0,0,0,0,0,0,0,0,0
360408,1,1,0,31,38,0,0,0,0,0,15,0
360408,2,1,10,0,0,0,0,0,0,0,0,0
360409,1,1,0,0,0,0,0,0,0,0,0,0
360409,2,1,0,0,0,0,0,0,0,0,0,0
360410,1,1,0,29,0,10,0,4,0,33,27,0
360410,2,1,0,0,0,0,0,0,0,0,0,0
360411,1,1,0,0,17,0,29,0,0,16,0,12
360411,2,1,0,0,0,0,0,0,0,0,0,0
360411,3,1,16,0,0,0,0,0,0,0,0,0
360411,4,1,0,9,0,0,0,0,0,0,0,0
360411,5,1,0,0,0,0,0,0,0,0,0,0
360412,1,1,0,0,0,0,0,0,0,0,0,0
360412,3,1,0,0,0,0,0,0,0,0,0,0
360413,1,1,0,0,0,0,0,0,0,0,0,0
360413,2,1,0,0,0,0,0,0,11,2,0,0
360414,1,1,0,0,0,0,0,0,0,0,0,0
360415,1,1,10,20,11,12,11,12,11,19,20,12
360416,1,1,17,17,17,17,17,17,17,17,17,17
360417,0,1,0,0,0,25,25,0,29,22,0,0
360417,1,1,0,0,0,0,0,0,0,0,0,0
360418,1,1,0,0,0,0,0,0,0,0,0,0
360418,2,1,0,0,0,0,0,0,0,5,0,0
360419,1,1,19,16,15,10,15,38,11,22,2,17
360420,1,1,11,11,11,11,11,11,11,11,11,11
360420,2,1,18,0,0,10,0,18,0,0,0,0
360421,1,1,0,0,0,0,0,0,0,0,0,0
360421,2,1,0,0,0,0,0,0,0,0,0,0
360422,1,1,0,0,0,0,0,0,11,18,16,0
360423,0,1,0,0,0,0,0,0,0,0,0,0
360423,1,1,0,0,0,0,0,0,0,0,0,0
360424,0,1,0,0,0,0,0,0,0,0,0,0
360424,1,1,0,0,0,0,0,0,0,0,0,0
360425,1,1,21,21,21,21,21,21,21,21,21,21
360426,1,1,14,14,14,14,14,14,14,14,14,14
360427,1,1,0,0,0,0,0,0,0,0,0,0
360428,0,1,12,0,0,26,0,0,0,0,0,0
360428,1,1,15,0,3,0,0,0,0,0,0,0
360429,1,1,23,23,23,23,23,23,23,23,23,23
360430,1,1,0,0,0,0,0,0,0,0,0,0
360431,0,1,0,0,26,19,0,10,0,0,0,17
360431,1,1,0,0,32,0,0,0,0,0,0,0
360432,1,1,0,0,0,0,0,0,0,0,0,0
360432,2,1,0,0,0,0,0,0,0,0,0,0
360433,1,1,0,0,0,0,0,0,0,0,0,0
360433,2,1,0,0,0,0,0,0,0,0,0,0
360433,3,1,8,0,0,0,0,0,0,0,0,0
360435,1,1,0,0,0,24,12,19,19,6,17,0
360436,1,1,22,22,22,22,22,22,22,22,22,22
360437,1,1,0,0,0,0,0,0,0,0,0,0
360437,2,1,0,0,0,0,0,0,0,0,14,0
360438,1,1,17,17,17,17,17,17,17,17,17,17
360438,2,1,0,0,0,0,0,0,0,0,0,0
360438,3,1,0,0,0,0,0,0,0,0,0,0
360438,4,1,0,0,0,0,0,0,0,0,0,0
360439,0,1,0,0,0,0,0,0,0,0,0,0
360439,1,1,0,0,0,0,17,0,14,0,0,0
360440,1,1,32,14,24,7,11,17,0,16,0,9
360440,2,1,0,0,0,0,0,0,22,20,0,0
360442,1,1,0,12,17,0,15,8,26,17,7,13
360442,2,1,0,0,0,12,0,0,0,0,0,0
360443,1,1,31,31,31,31,31,31,31,31,31,31
360444,1,1,8,8,8,8,8,8,8,8,8,8
360445,1,1,19,0,0,3,0,0,0,7,19,0
360445,2,1,0,0,0,0,0,0,0,0,20,0
360446,1,1,0,6,0,31,0,17,7,0,0,0
360446,2,1,0,6,0,0,0,0,0,16,0,0
360446,3,1,9,0,0,0,0,0,0,0,6,0
360447,1,1,17,17,17,17,17,17,17,17,17,17
360448,1,1,0,0,0,0,0,0,0,0,0,0
360448,2,1,0,0,0,0,0,0,0,0,0,0
360448,3,1,0,0,0,0,0,0,0,0,0,0
360449,1,1,0,0,0,0,0,0,0,0,0,6
360450,0,1,0,0,0,0,0,0,0,0,0,0
360450,1,1,6,13,0,0,0,0,6,8,0,13
360451,1,1,0,0,0,0,0,0,0,0,0,0
360452,0,1,0,0,0,0,40,0,0,15,0,13
360452,1,1,0,0,11,0,0,0,15,0,10,10
360453,0,1,0,0,0,0,0,0,0,0,0,0
360453,1,1,11,16,14,24,0,0,0,5,12,0
360454,1,1,0,0,0,0,0,0,0,0,0,0
360454,2,1,0,0,27,0,0,0,0,0,0,0
360455,1,1,0,0,11,0,26,11,17,0,0,0
360455,2,1,0,0,0,0,0,0,0,0,0,26
360456,1,1,0,0,0,0,10,0,0,0,0,4
360457,1,1,13,13,15,12,21,29,29,21,32,15
360457,2,1,0,0,0,0,0,0,0,0,0,0
360458,1,1,15,0,0,0,0,0,18,13,0,13
360459,1,1,0,0,0,0,0,0,0,0,0,0
360459,2,1,0,0,0,0,15,0,0,16,33,17
360460,1,1,25,25,25,25,25,25,25,25,25,25
360461,1,1,0,0,0,0,0,0,0,0,0,0
360462,1,1,18,18,18,18,18,18,18,18,18,18
360463,0,1,0,0,0,0,0,0,0,0,0,0
360463,1,1,14,17,14,0,13,20,12,18,18,10
360465,0,1,15,0,0,0,23,7,0,41,0,9
360465,1,1,16,0,0,7,0,0,0,27,0,0
360466,1,1,0,0,0,0,0,0,0,0,0,0
360466,2,1,0,0,0,0,0,0,0,0,0,0
360467,0,1,0,0,0,0,0,33,0,0,39,0
360467,0,2,16,0,0,0,21,0,0,0,0,15
360467,1,1,26,26,26,26,26,26,26,26,26,26
360468,0,1,6,6,6,6,6,6,6,6,6,6
360468,1,1,0,0,0,24,12,0,0,0,0,12
360469,1,1,0,0,0,0,0,0,0,0,0,0
360470,1,1,0,0,0,0,0,0,0,0,0,0
360470,2,1,0,0,0,0,0,0,0,0,0,0
360471,1,1,26,26,26,26,26,26,26,26,26,26
360471,2,1,14,0,0,0,0,0,0,0,0,3
360472,1,1,0,0,0,0,0,0,0,0,0,0
360472,2,1,0,0,0,0,0,0,0,0,15,0
360473,1,1,20,20,20,20,20,20,20,20,20,20
360474,1,1,26,26,26,26,26,26,26,26,26,26
360475,1,1,0,0,0,0,0,0,0,0,0,0
360476,1,1,0,8,0,21,0,0,0,0,0,0
360476,2,1,15,0,0,0,0,0,0,17,0,8
360477,1,1,0,0,0,0,0,0,0,0,0,0
360477,2,1,0,0,0,0,0,0,0,0,0,0
360478,1,1,0,0,0,0,0,0,0,0,0,0
360478,2,1,0,11,0,0,0,0,0,18,0,0
360478,3,1,0,0,0,0,11,0,0,0,0,0
360478,4,1,0,0,0,0,25,0,0,0,0,8
360479,1,1,39,39,39,39,39,39,39,39,39,39
360480,0,1,0,0,0,0,0,0,0,0,0,0
360480,1,1,0,0,0,0,9,0,0,0,0,0
360481,1,1,21,19,21,18,7,27,10,29,15,10
360482,1,1,0,0,0,0,0,0,0,0,0,0
360482,2,1,0,0,0,0,0,0,0,0,0,0
360483,1,1,12,15,30,20,0,12,40,3,14,19
360483,2,1,0,0,0,0,0,0,0,0,0,0
360484,1,1,0,0,0,0,0,0,0,0,0,0
360485,1,1,0,0,0,0,0,0,0,0,0,0
360486,0,1,18,18,18,18,18,18,18,18,18,18
360486,1,1,0,0,7,10,6,24,21,0,20,8
360487,0,1,0,0,0,0,0,0,0,0,0,0
360487,1,1,17,8,6,46,16,39,2,13,20,12
360488,1,1,0,0,0,0,0,0,0,0,0,0
360488,2,1,0,0,0,0,0,0,0,0,0,14
360489,1,1,16,16,16,16,16,16,16,16,16,16
360490,0,1,0,0,0,0,0,0,11,0,17,28
360490,1,1,0,0,0,0,0,19,24,0,20,10
360491,1,1,8,0,0,0,0,0,0,0,0,5
360491,2,1,6,6,6,6,6,6,6,6,6,6
360492,1,1,0,0,0,0,0,0,0,0,0,0
360492,2,1,0,0,0,0,0,0,0,0,0,0
360493,1,1,0,0,9,0,13,17,0,0,0,0
360493,2,1,17,17,17,17,17,17,17,17,17,17
360494,1,1,10,16,19,13,28,9,21,15,18,20
360495,1,1,11,11,11,11,11,11,11,11,11,11
360495,2,1,8,16,7,12,0,10,21,19,7,15
360496,1,1,12,19,15,0,0,18,17,0,9,21
360497,1,1,16,16,16,16,16,16,16,16,16,16
360497,2,1,0,6,0,0,0,0,3,19,0,12
360498,0,1,0,0,0,0,0,0,0,0,0,0
360498,1,1,0,0,0,0,0,0,0,0,0,0
360499,1,1,0,0,0,0,0,0,0,0,0,0
360499,2,1,0,0,0,0,0,0,0,0,0,0
360500,1,1,11,21,0,0,0,21,0,0,4,0
360500,2,1,0,0,0,5,8,0,0,0,0,0
360501,0,1,19,19,19,19,19,19,19,19,19,19
360501,1,1,0,0,0,8,0,0,17,0,0,0
360502,1,1,17,0,14,20,0,18,20,18,20,16
360502,2,1,13,13,13,13,13,13,13,13,13,13
360503,1,1,0,0,23,0,0,0,16,0,0,0
360503,2,1,0,0,0,0,0,0,0,0,0,0
360504,1,1,0,0,0,0,0,0,0,0,0,0
360505,1,1,17,15,12,19,17,11,13,23,0,7
360506,1,1,22,22,22,22,22,22,22,22,22,22
360507,0,1,0,0,0,0,0,0,0,0,0,0
360507,0,2,0,0,19,19,33,0,15,0,0,0
360507,1,1,11,0,17,0,8,4,0,29,16,18
360508,0,1,0,0,0,0,0,0,0,0,0,0
360508,1,1,17,0,19,20,29,8,5,0,13,4
360509,1,1,0,0,0,0,0,0,0,0,0,0
360509,2,1,0,0,0,0,0,0,0,0,0,0
360510,1,1,0,0,0,0,0,0,0,0,0,0
360511,1,1,0,0,0,0,0,0,0,0,22,0
360511,2,1,2,2,2,2,2,2,2,2,2,2
360512,1,1,0,0,0,0,0,0,0,0,0,0
360512,2,1,0,0,0,0,0,0,0,0,0,0
360513,0,1,0,0,0,0,0,0,0,0,0,0
360513,1,1,0,0,0,0,0,0,0,0,0,0
360514,0,1,9,9,9,9,9,9,9,9,9,9
360514,1,1,0,0,0,2,14,17,6,0,0,12
360515,0,1,27,20,0,0,0,0,0,0,0,0
360515,1,1,0,0,0,0,0,0,0,0,0,0
360516,1,1,0,0,16,0,0,13,9,11,4,0
360516,2,1,0,0,0,0,0,0,0,0,0,0
360517,1,1,10,10,10,10,10,10,10,10,10,10
360518,0,1,0,0,0,0,0,0,0,0,0,0
360518,1,1,0,0,0,0,24,0,0,0,0,0
360519,1,1,17,28,19,18,3,6,13,22,26,11
360521,1,1,21,25,11,0,10,19,20,0,0,17
360522,0,1,0,0,20,0,0,0,0,0,26,0
360522,0,2,0,0,0,0,0,56,10,0,15,32
360522,0,3,33,22,0,0,0,0,0,0,0,16
360522,0,4,0,0,0,0,9,0,18,5,0,0
360522,1,1,0,0,0,0,10,0,0,0,0,0
360523,1,1,0,0,0,15,0,0,27,0,0,22
360523,2,1,0,0,0,0,3,0,0,0,0,0
360523,3,1,0,0,0,0,5,0,0,0,0,0
360524,0,1,0,0,0,0,0,0,0,0,0,0
360524,1,1,0,0,0,0,0,0,0,0,0,12
360525,1,1,7,0,0,22,0,0,21,0,0,0
360526,1,1,0,12,0,0,0,12,0,0,0,8
360526,2,1,0,0,0,0,0,0,0,0,0,0
360527,1,1,0,0,0,0,0,16,0,0,0,0
360527,2,1,0,0,0,0,0,0,0,0,2,0
360528,1,1,7,7,7,7,7,7,7,7,7,7
360529,1,1,0,0,0,0,0,0,0,0,0,0
360530,1,1,1,1,1,1,1,1,1,1,1,1
360531,1,1,0,0,0,0,0,0,0,0,0,0
360531,2,1,0,0,0,0,0,0,0,0,0,0
360532,0,1,0,0,0,0,0,24,6,0,0,14
360532,1,1,0,0,20,0,0,0,0,0,0,0
360533,0,1,0,0,0,0,0,0,0,0,0,0
360533,1,1,7,17,27,17,0,9,22,0,0,0
360534,1,1,0,0,0,0,0,0,0,0,0,0
360534,2,1,6,13,12,8,17,14,4,20,17,19
360535,1,1,13,8,19,6,0,22,14,10,21,20
360536,0,1,18,18,18,18,18,18,18,18,18,18
360536,1,1,0,0,0,0,0,0,0,0,0,0
360537,0,1,0,0,0,0,0,0,0,0,0,0
